x,y
-0.110298781754,0.252064000767
2.05324016716,-0.324025348673
0.337559735465,-0.0274555113603
0.371275790216,0.425773253
-0.0928635455748,-0.369918715833
-1.74475151221,0.0633223172029
2.06963544819,-0.000376641032288
0.323277785593,-0.352087353603
-0.727480029891,-0.0522804392108
-0.931947275553,0.0408292413487
0.555035138441,0.215870455463
-1.1840343267,-0.932011042609
0.741989161215,-0.764806159742
-0.506683637853,-0.59999977658
-1.29383328249,0.64870479315
-0.219461222541,-0.905200868592
-0.319768581594,0.349054985362
-0.288551934258,0.530384798551
0.650875832229,0.205726105146
-0.141505734578,0.213656329318
-1.46650855091,-0.228964706857
0.0585578924465,1.41077848413
-0.389278192857,0.530390219084
1.84468287822,0.204135723332
0.895986843085,0.507373793135
0.29772472684,0.168085732046
-0.265586553889,-0.952309401349
0.499645990554,1.14154534098
0.643815861948,-0.30318863471
-0.376416824019,-1.37872349802
-1.60226115382,1.13624640678
1.49658667815,0.56318731409
1.34843245601,1.35284616147
0.288076135491,-1.24236433603
0.702759443566,0.757452752252
0.270812306096,-0.496119915741
0.639655575583,0.725014083134
1.24489097217,1.92887488318
-0.0936841429576,-0.959848994057
-2.01856591236,-0.14514595123
1.90836662756,0.510960167428
1.62925637861,-0.18288433248
-0.347404452729,1.31153116223
-0.24174675889,-0.9408789046
-1.99271506273,0.0284415292566
0.454143807084,0.780498730146
-0.591650121558,-0.95226518469
0.300642852696,1.27313212078
-0.971150875593,-0.431225352628
-1.57797831038,-0.384824321854
-0.5867676206,0.209142269312
-0.222718771908,-0.310192764867
-0.52691996048,-1.91608284465
-0.343957592288,-0.384859254059
-0.699091322042,-0.456902014349
0.0601278034825,-0.708262601056
0.707224197196,-0.23701945299
1.54287337547,-0.194331431075
0.588849491479,-0.537479429125
-0.630714710891,-0.866728860486
1.7843841044,0.322069379254
0.600284820378,0.247724499191
-1.28697118218,-0.784831908857
3.01441444898,0.0247907936857
2.00448304965,0.015366721623
0.115359745731,1.31303881316
1.20975152846,0.999304126209
-1.89530637917,-0.179433549364
-0.905051587782,0.604619300103
0.673059172894,0.294184058534
0.178524643058,0.415798176478
-1.33167445893,0.325907602428
-0.517264345579,-1.33007582759
-0.665770434986,-0.5708923624
-0.543662552234,-0.85094908326
0.273554137101,-1.78324485503
0.59340131166,0.429955196794
-1.8238458601,-0.149867803459
0.113978005424,0.938142674748
-0.896990711413,-1.3304620578
0.723187496372,-0.395911247154
0.0695680187016,1.68217455133
